Motif	Factor	Evidence	Curated
GM.5.0.Unknown.0030	NRF1	ChIP-seq	Y
GM.5.0.Ets.0026	ELF1	ChIP-seq	Y
GM.5.0.Ets.0026	ELF1	ChIP-seq	N
GM.5.0.Ets.0026	ELF1	HT-SELEX	N
GM.5.0.Ets.0026	ELK1	ChIP-seq	Y
GM.5.0.Ets.0026	GABPA	ChIP-seq	N
GM.5.0.Ets.0026	GABPA	JASPAR	Y
GM.5.0.Ets.0026	GABPA	ChIP-seq	Y
GM.5.0.Ets.0026	ELF1	JASPAR	Y
GM.5.0.Ets.0026	ELF1	SELEX	Y
GM.5.0.Ets.0026	ELF1	HT-SELEX	Y
GM.5.0.Ets.0026	YY1	ChIP-seq	N
GM.5.0.Mixed.0049	MAX	ChIP-seq	N
GM.5.0.C2H2_ZF.0135	REST	TRANSFAC	Y
GM.5.0.Nuclear_receptor.0069	NR2C2	ChIP-seq	N
GM.5.0.bZIP.0052	CEBPB	ChIP-seq	N
GM.5.0.bZIP.0052	CEBPB	ChIP-seq	Y
GM.5.0.bZIP.0052	CEBPB	JASPAR	Y
GM.5.0.Unknown.0031	NRF1	ChIP-seq	Y
GM.5.0.Unknown.0031	E2F4	ChIP-seq	N
GM.5.0.Unknown.0031	EGR1	ChIP-seq	N
GM.5.0.Unknown.0031	NRF1	SELEX	Y
GM.5.0.Unknown.0031	NRF1	Unknown	N
GM.5.0.Unknown.0031	NRF1	ChIP-seq	N
GM.5.0.Unknown.0031	NRF1	HT-SELEX	N
GM.5.0.Forkhead.0033	FOXA1	ChIP-seq	N
GM.5.0.Forkhead.0033	FOXK2	SELEX	N
GM.5.0.bHLH.0068	ATF3	ChIP-seq	N
GM.5.0.bHLH.0068	BHLHE40	TRANSFAC	Y
GM.5.0.bHLH.0068	USF2	JASPAR	Y
GM.5.0.bHLH.0068	MAX	ChIP-seq	N
GM.5.0.bHLH.0068	MXI1	ChIP-seq	N
GM.5.0.bHLH.0068	USF2	ChIP-seq	N
GM.5.0.bHLH.0069	TCF12	ChIP-seq	N
GM.5.0.C2H2_ZF.0140	ZNF274	ChIP-seq	N
GM.5.0.bZIP.0053	MAFK	ChIP-seq	Y
GM.5.0.bZIP.0053	MAFK	ChIP-seq	N
GM.5.0.Mixed.0052	CTCF	ChIP-seq	N
GM.5.0.GATA.0012	GATA2	ChIP-seq	Y
GM.5.0.E2F.0014	E2F1	TRANSFAC	Y
GM.5.0.E2F.0014	E2F4	TRANSFAC	Y
GM.5.0.Nuclear_receptor.0072	RXRA	ChIP-seq	Y
GM.5.0.Mixed.0053	MAX	SELEX	Y
GM.5.0.Mixed.0053	MAX	HT-SELEX	N
GM.5.0.GATA.0013	GATA2	Unknown	N
GM.5.0.GATA.0013	GATA2	JASPAR	Y
GM.5.0.GATA.0013	GATA2	TRANSFAC	Y
GM.5.0.GATA.0013	GATA2	Transfac	Y
GM.5.0.Nuclear_receptor.0073	RXRA	ChIP-seq	Y
GM.5.0.Nuclear_receptor.0073	RXRA	TRANSFAC	Y
GM.5.0.Mixed.0055	TBP	ChIP-seq	N
GM.5.0.Forkhead.0034	FOXK2	ChIP-seq	N
GM.5.0.C2H2_ZF.0146	ZNF274	ChIP-seq	Y
GM.5.0.C2H2_ZF.0146	ZNF274	ChIP-seq	N
GM.5.0.C2H2_ZF.0149	YY1	JASPAR	Y
GM.5.0.bZIP.0056	CREB1	TRANSFAC	Y
GM.5.0.bZIP.0056	CREB1	ChIP-seq	Y
GM.5.0.bZIP.0056	ATF3	ChIP-seq	Y
GM.5.0.GATA.0014	GATA2	ChIP-seq	N
GM.5.0.RFX.0007	RFX5	ChIP-seq	N
GM.5.0.Nuclear_receptor.0081	RXRA	ChIP-seq	N
GM.5.0.Nuclear_receptor.0082	ESRRA	ChIP-seq	N
GM.5.0.bZIP.0060	MAFK	ChIP-seq	N
GM.5.0.E2F.0015	E2F4	ChIP-seq	N
GM.5.0.Mixed.0060	FOXA1	ChIP-seq	N
GM.5.0.bZIP.0062	CEBPB	ChIP-seq	N
GM.5.0.C2H2_ZF.0157	REST	ChIP-seq	N
GM.5.0.bZIP.0064	ATF3	TRANSFAC	Y
GM.5.0.C2H2_ZF.0162	YY1	Transfac	Y
GM.5.0.C2H2_ZF.0162	YY1	TRANSFAC	Y
GM.5.0.Forkhead.0035	FOXM1	ChIP-seq	Y
GM.5.0.C2H2_ZF.0163	ZBTB33	ChIP-seq	N
GM.5.0.TEA.0004	TEAD4	ChIP-seq	Y
GM.5.0.TEA.0004	TEAD4	Unknown	N
GM.5.0.Forkhead.0036	FOXK2	ChIP-seq	N
GM.5.0.bHLH.0079	MYC	ChIP-seq	N
GM.5.0.RFX.0008	RFX5	JASPAR	Y
GM.5.0.C2H2_ZF.0171	ZNF274	ChIP-seq	N
GM.5.0.Ets.0029	ELK1	HT-SELEX	N
GM.5.0.Ets.0029	ELK1	SELEX	Y
GM.5.0.Forkhead.0038	FOXK2	Transfac	N
GM.5.0.bZIP.0068	CREB1	TRANSFAC	Y
GM.5.0.bZIP.0068	CREB1	Transfac	Y
GM.5.0.RFX.0009	RFX5	ChIP-seq	N
GM.5.0.Unknown.0067	NRF1	ChIP-seq	N
GM.5.0.SMAD.0011	NFIC	ChIP-seq	Y
GM.5.0.Mixed.0068	MAX	ChIP-seq	N
GM.5.0.C2H2_ZF.0183	ZBTB33	ChIP-seq	N
GM.5.0.Forkhead.0039	FOXK2	Transfac	N
GM.5.0.MADS_box.0015	SRF	ChIP-seq	N
GM.5.0.TBP.0002	TBP	Transfac	Y
GM.5.0.TBP.0002	TBP	TRANSFAC	Y
GM.5.0.C2H2_ZF.0185	EGR1	ChIP-seq	N
GM.5.0.TBP.0003	TBP	Transfac	Y
GM.5.0.TBP.0003	TBP	TRANSFAC	Y
GM.5.0.E2F.0017	E2F1	TRANSFAC	Y
GM.5.0.Forkhead.0040	FOXM1	TRANSFAC	Y
GM.5.0.E2F.0018	E2F1	ChIP-seq	N
GM.5.0.bZIP.0070	MAFK	ChIP-seq	N
GM.5.0.SMAD.0014	NFIC	TRANSFAC	Y
GM.5.0.MADS_box.0016	SRF	TRANSFAC	Y
GM.5.0.Mixed.0072	TBP	ChIP-seq	N
GM.5.0.Homeodomain.0149	PBX3	ChIP-seq	N
GM.5.0.C2H2_ZF.0190	EGR1	ChIP-seq	Y
GM.5.0.bZIP.0072	MAFK	ChIP-seq	N
GM.5.0.C2H2_ZF.0193	ZNF24	ChIP-seq	Y
GM.5.0.Nuclear_receptor.0098	ESRRA	HT-SELEX	N
GM.5.0.Nuclear_receptor.0098	ESRRA	SELEX	Y
GM.5.0.C2H2_ZF.0196	REST	ChIP-seq	N
GM.5.0.C2H2_ZF.0199	CTCF	ChIP-seq	N
GM.5.0.E2F.0019	E2F1	TRANSFAC	Y
GM.5.0.Forkhead.0041	FOXK2	Transfac	N
GM.5.0.bZIP.0075	FOS	ChIP-seq	N
GM.5.0.Unknown.0096	NRF1	ChIP-seq	N
GM.5.0.bHLH.0089	TCF12	TRANSFAC	Y
GM.5.0.Nuclear_receptor.0103	NR2C2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0104	RXRA	ChIP-seq	N
GM.5.0.C2H2_ZF.0204	SP1	Transfac	Y
GM.5.0.C2H2_ZF.0204	SP1	TRANSFAC	Y
GM.5.0.Forkhead.0043	FOXK2	JASPAR	N
GM.5.0.bZIP.0076	CEBPB	ChIP-seq	N
GM.5.0.GATA.0020	GATA2	ChIP-seq	N
GM.5.0.GATA.0021	GATA2	ChIP-seq	N
GM.5.0.Mixed.0079	CTCF	ChIP-seq	N
GM.5.0.Unknown.0104	NRF1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0109	ESRRA	ChIP-seq	N
GM.5.0.Forkhead.0044	FOXK2	SELEX	N
GM.5.0.bZIP.0078	JUN	ChIP-seq	N
GM.5.0.C2H2_ZF.0211	REST	ChIP-seq	N
GM.5.0.bZIP.0079	FOS	ChIP-seq	N
GM.5.0.Ets.0036	GABPA	ChIP-seq	N
GM.5.0.bHLH.0097	MAX	ChIP-seq	N
GM.5.0.bHLH.0097	MXI1	ChIP-seq	N
GM.5.0.bZIP.0080	ATF3	ChIP-seq	N
GM.5.0.bZIP.0080	CREB1	Unknown	N
GM.5.0.Ets.0037	ELF1	ChIP-seq	N
GM.5.0.Ets.0037	GABPA	ChIP-seq	N
GM.5.0.Forkhead.0045	FOXK2	SELEX	N
GM.5.0.C2H2_ZF.0212	EGR1	ChIP-seq	N
GM.5.0.Forkhead.0046	FOXK2	ChIP-seq	N
GM.5.0.bHLH.0099	BHLHE40	ChIP-seq	N
GM.5.0.MADS_box.0018	SRF	ChIP-seq	N
GM.5.0.Mixed.0081	TCF7L2	ChIP-seq	N
GM.5.0.Forkhead.0047	FOXK2	SELEX	N
GM.5.0.Ets.0039	ELF1	TRANSFAC	Y
GM.5.0.bHLH.0101	MYC	ChIP-seq	N
GM.5.0.bZIP.0082	JUN	ChIP-seq	Y
GM.5.0.bZIP.0084	ATF3	ChIP-seq	N
GM.5.0.Forkhead.0049	FOXK2	JASPAR	N
GM.5.0.Forkhead.0049	FOXK2	Transfac	N
GM.5.0.C2H2_ZF.0218	SP1	ChIP-seq	N
GM.5.0.bHLH.0103	BHLHE40	Unknown	N
GM.5.0.Mixed.0086	TBP	ChIP-seq	N
GM.5.0.Mixed.0087	CTCF	ChIP-seq	N
GM.5.0.bHLH.0104	USF1	ChIP-seq	N
GM.5.0.bHLH.0104	USF2	ChIP-seq	N
GM.5.0.C2H2_ZF.0219	ZNF274	ChIP-seq	N
GM.5.0.bHLH.0105	USF2	ChIP-seq	N
GM.5.0.RFX.0012	RFX5	ChIP-seq	N
GM.5.0.C2H2_ZF.0221	CTCF	ChIP-seq	N
GM.5.0.Ets.0041	ELF1	ChIP-seq	N
GM.5.0.Ets.0041	GABPA	ChIP-seq	N
GM.5.0.Mixed.0088	CTCF	ChIP-seq	N
GM.5.0.bHLH.0114	MYC	ChIP-seq	N
GM.5.0.C2H2_ZF.0232	EGR1	ChIP-seq	N
GM.5.0.bZIP.0087	MAFK	ChIP-seq	N
GM.5.0.GATA.0025	GATA2	ChIP-seq	N
GM.5.0.C2H2_ZF.0236	REST	ChIP-seq	N
GM.5.0.bHLH.0117	MYC	ChIP-seq	N
GM.5.0.bZIP.0088	CEBPB	ChIP-seq	N
GM.5.0.C2H2_ZF.0240	ZNF274	ChIP-seq	N
GM.5.0.C2H2_ZF.0241	SP1	JASPAR	Y
GM.5.0.Forkhead.0050	FOXK2	ChIP-seq	N
GM.5.0.C2H2_ZF.0244	YY1	Transfac	Y
GM.5.0.C2H2_ZF.0244	YY1	TRANSFAC	Y
GM.5.0.Forkhead.0051	FOXK2	Transfac	N
GM.5.0.C2H2_ZF.0246	CTCF	ChIP-seq	N
GM.5.0.bHLH.0120	TCF12	ChIP-seq	N
GM.5.0.C2H2_ZF.0247	REST	ChIP-seq	N
GM.5.0.Mixed.0092	TCF7L2	TRANSFAC	Y
GM.5.0.bZIP.0089	ATF3	ChIP-seq	N
GM.5.0.bHLH.0122	MYC	TRANSFAC	Y
GM.5.0.C2H2_ZF.0251	ZNF274	ChIP-seq	N
GM.5.0.Mixed.0094	TBP	ChIP-seq	N
GM.5.0.bHLH.0124	TCF12	ChIP-seq	N
GM.5.0.C2H2_ZF.0254	CTCF	ChIP-seq	N
GM.5.0.C2H2_ZF.0255	REST	ChIP-seq	N
GM.5.0.C2H2_ZF.0256	ZNF274	ChIP-seq	N
GM.5.0.Nuclear_receptor.0125	NR2C2	ChIP-seq	Y
GM.5.0.Nuclear_receptor.0126	NR2C2	ChIP-seq	N
GM.5.0.RFX.0014	RFX5	ChIP-seq	N
GM.5.0.C2H2_ZF.0258	YY1	ChIP-seq	N
GM.5.0.C2H2_ZF.0260	YY1	ChIP-seq	N
GM.5.0.C2H2_ZF.0261	ZBTB33	ChIP-seq	N
GM.5.0.Forkhead.0054	FOXK2	JASPAR	N
GM.5.0.bZIP.0093	ATF3	ChIP-seq	N
GM.5.0.Mixed.0099	TCF7L2	ChIP-seq	N
GM.5.0.Forkhead.0056	FOXK2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0128	NR2C2	ChIP-seq	N
GM.5.0.Forkhead.0057	FOXA1	ChIP-seq	N
GM.5.0.C2H2_ZF.0271	REST	TRANSFAC	Y
GM.5.0.C2H2_ZF.0273	ZNF274	ChIP-seq	N
GM.5.0.C2H2_ZF.0274	REST	ChIP-seq	N
GM.5.0.C2H2_ZF.0277	EGR1	ChIP-seq	N
GM.5.0.bHLH.0131	MYC	ChIP-seq	N
GM.5.0.C2H2_ZF.0278	ZBTB33	ChIP-seq	N
GM.5.0.bZIP.0095	FOS	ChIP-seq	N
GM.5.0.C2H2_ZF.0283	CTCF	ChIP-seq	N
GM.5.0.TBP.0005	TBP	ChIP-seq	Y
GM.5.0.bZIP.0096	JUND	ChIP-seq	N
GM.5.0.bZIP.0096	JUN	Unknown	N
GM.5.0.bZIP.0096	CREB1	ChIP-seq	Y
GM.5.0.bZIP.0096	JUN	SMiLE-seq	Y
GM.5.0.bZIP.0096	JUNB	SMiLE-seq	Y
GM.5.0.bZIP.0096	JUND	SMiLE-seq	Y
GM.5.0.C2H2_ZF.0284	CTCF	ChIP-seq	N
GM.5.0.Forkhead.0058	FOXK2	SELEX	N
GM.5.0.E2F.0021	E2F1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0135	RXRA	ChIP-seq	N
GM.5.0.C2H2_ZF.0289	REST	ChIP-seq	N
GM.5.0.Mixed.0103	CTCF	ChIP-seq	N
GM.5.0.C2H2_ZF.0290	YY1	TRANSFAC	Y
GM.5.0.TBP.0006	TBP	ChIP-seq	N
GM.5.0.Homeodomain.0195	PBX3	ChIP-seq	N
GM.5.0.Nuclear_receptor.0139	ESRRA	ChIP-seq	N
GM.5.0.bZIP.0097	JUND	Unknown	N
GM.5.0.bZIP.0097	JUND	ChIP-seq	Y
GM.5.0.MADS_box.0022	SRF	JASPAR	Y
GM.5.0.MADS_box.0022	SRF	ChIP-seq	Y
GM.5.0.MADS_box.0022	SRF	TRANSFAC	Y
GM.5.0.Ets.0045	ELF1	ChIP-seq	N
GM.5.0.GATA.0030	GATA2	ChIP-seq	N
GM.5.0.GATA.0031	GATA2	ChIP-seq	N
GM.5.0.bZIP.0098	CREB1	JASPAR	Y
GM.5.0.Mixed.0107	TCF7L2	ChIP-seq	N
GM.5.0.RFX.0017	RFX5	Unknown	N
GM.5.0.Ets.0047	GABPA	ChIP-seq	N
GM.5.0.bZIP.0100	ATF3	ChIP-seq	N
GM.5.0.C2H2_ZF.0308	YY1	ChIP-seq	N
GM.5.0.Forkhead.0059	FOXA1	ChIP-seq	N
GM.5.0.Forkhead.0060	FOXK2	Transfac	N
GM.5.0.Nuclear_receptor.0147	ESRRA	ChIP-seq	N
GM.5.0.Mixed.0108	CTCF	ChIP-seq	N
GM.5.0.C2H2_ZF.0311	CTCF	ChIP-seq	N
GM.5.0.C2H2_ZF.0313	MAZ	TRANSFAC	Y
GM.5.0.Nuclear_receptor.0150	ESRRA	TRANSFAC	Y
GM.5.0.bHLH.0138	MYC	ChIP-seq	N
GM.5.0.RFX.0018	RFX5	SELEX	Y
GM.5.0.RFX.0018	RFX5	HT-SELEX	Y
GM.5.0.RFX.0018	RFX5	HT-SELEX	N
GM.5.0.Ets.0049	ELK1	TRANSFAC	Y
